mjd,g-i
53613.23630902411,0.8672472599682379
53614.23630902411,0.8668536121679047
53615.23630902411,0.8664599643675679
53616.23630902411,0.8660663165672311
53617.23630902411,0.8656726687668908
53618.23630902411,0.865279020966554
53619.23630902411,0.8648853731662172
53620.23630902411,0.8644917253658768
53621.23630902411,0.8640980775655436
53622.23630902411,0.8637044297652032
53623.23630902411,0.8633107819648664
53624.23630902411,0.8629171341645332
53625.23630902411,0.8625234863641964
53626.23630902411,0.8621298385638596
53627.23630902411,0.8617361907635193
53628.23630902411,0.8613425429631825
53629.23630902411,0.8609488951628492
53630.23630902411,0.8604704112428614
53631.23630902411,0.8599803962674066
53632.23630902411,0.8594903812919412
53633.23630902411,0.8590003663164794
53634.23630902411,0.858510351341021
53635.23630902411,0.8580203363655592
53636.23630902411,0.8575303213900938
53637.23630902411,0.8570403064146355
53638.23630902411,0.8565502914391736
53639.23630902411,0.8560602764637117
53640.23630902411,0.8555702614882534
53641.23630902411,0.855080246512788
53642.23630902411,0.8545902315373297
53643.23630902411,0.8541002165618679
53644.23630902411,0.8536102015864095
53645.23630902411,0.8531201866109477
53646.23630902411,0.8526301716354858
53647.23630902411,0.8521401566600275
53648.23630902411,0.8516501416845621
53649.23630902411,0.8511601267091073
53650.23630902411,0.8506701117336455
53651.23630902411,0.8501800967581836
53652.23630902411,0.8496900817827218
53653.23630902411,0.8492000668072635
53654.23630902411,0.848710051831798
53655.23630902411,0.8482200368563362
53656.23630902411,0.8477300218808814
53657.23630902411,0.8472400069054196
53658.23630902411,0.8467499919299577
53659.23630902411,0.8462599769544994
53660.23630902411,0.8457699619790375
53661.23630902411,0.8452799470035757
53662.23630902411,0.8447899320281103
53663.23630902411,0.844299917052652
53664.23630902411,0.8438099020771865
53665.23630902411,0.8433198871017247
53666.23630902411,0.8428298721262664
53667.23630902411,0.8423398571508045
53668.23630902411,0.8418498421753426
53669.23630902411,0.8413598271998808
53670.23630902411,0.840869812224426
53671.23630902411,0.8403797972489606
53672.23630902411,0.8398897822735023
53673.23630902411,0.8393997672980404
53674.23630902411,0.8389097523225786
53675.23630902411,0.8384197373471167
53676.23630902411,0.8379297223716584
53677.23630902411,0.8374397073961966
53678.23630902411,0.8369496924207347
53679.23630902411,0.8364596774452764
53680.23630902411,0.8359696624698145
53681.23630902411,0.8354796474943562
53682.23630902411,0.8349896325188944
53683.23630902411,0.8344996175434289
53684.23630902411,0.8340096025679671
53685.23630902411,0.8335195875925088
53686.23630902411,0.8330295726170505
53687.23630902411,0.8325395576415886
53688.23630902411,0.8320495426661267
53689.23630902411,0.8315595276906649
53690.23630902411,0.831069512715203
53691.23630902411,0.8305794977397412
53692.23630902411,0.8300894827642793
53693.23630902411,0.8295994677888174
53694.23630902411,0.8291094528133591
53695.23630902411,0.8286194378378973
53696.23630902411,0.8281294228624354
53697.23630902411,0.8276394078869735
53698.23630902411,0.8271493929115152
53699.23630902411,0.8266593779360534
53700.23630902411,0.8261693629605951
53701.23630902411,0.8256793479851332
53702.23630902411,0.8251893330096713
53703.23630902411,0.8246993180342095
53704.23630902411,0.8242093030587476
53705.23630902411,0.8237192880832893
53706.23630902411,0.8232292731078275
53707.23630902411,0.8227392581323691
53708.23630902411,0.8222492431569073
53709.23630902411,0.8217592281814454
53710.23630902411,0.8190960831536032
53711.23630902411,0.8162288807712876
53712.23630902411,0.8133616783889792
53713.23630902411,0.8104944760066708
53714.23630902411,0.8076272736243588
53715.23630902411,0.8047600712420468
53716.23630902411,0.8018928688597349
53717.23630902411,0.7990256664774229
53718.23630902411,0.7961584640951109
53719.23630902411,0.7932912617128061
53720.23630902411,0.7904240593304941
53721.23630902411,0.7875568569481821
53722.23630902411,0.7846896545658701
53723.23630902411,0.7818224521835617
53724.23630902411,0.7789552498012497
53725.23630902411,0.7760880474189413
53726.23630902411,0.7732208450366329
53727.23630902411,0.7703536426543174
53728.23630902411,0.767486440272009
53729.23630902411,0.7646192378896934
53730.23630902411,0.761752035507385
53731.23630902411,0.758884833125073
53732.23630902411,0.7560176307427682
53733.23630902411,0.7531504283604562
53734.23630902411,0.7502832259781442
53735.23630902411,0.7474160235958358
53736.23630902411,0.7445488212135238
53737.23630902411,0.7416816188312119
53738.23630902411,0.7388144164488999
53739.23630902411,0.7359472140665879
53740.23630902411,0.733080011684276
