ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,mJyas2,mJyas2_err
90,3909,1392,3,57566.040208,30.915,45.34,15.37,0.88,9,0,9.724e-07,3.295e-07,,,ec0915.160627.549002_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,334,z,TEMPLATE,t,0.9623,1.109,0.069,4.658,22.451,8144.0,0.9724,0.32949999999999996
90,3909,1392,3,57764.169856,30.915,-83.28,12.1,1.49,9,0,-1.786e-06,2.595e-07,,,ec0915.170111.608550_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,339,z,TEMPLATE,t,1.0321,1.268,0.138,3.199,23.075,5482.0,-1.786,0.2595
90,3909,1392,3,57764.173997,30.915,-63.94,11.33,0.68,9,0,-1.371e-06,2.43e-07,,,ec0915.170111.608552_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,342,z,TEMPLATE,t,1.0391,1.145,0.101,3.214,23.05,5620.0,-1.371,0.243
90,3909,1392,3,57769.284073,30.915,-79.26,10.8,1.02,9,0,-1.7e-06,2.316e-07,,,ec0915.170116.609360_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,345,z,TEMPLATE,t,1.0343,1.176,0.116,3.18,23.348,4051.0,-1.7,0.2316
90,3909,1392,3,57769.288221,30.915,-76.57,10.64,1.46,9,0,-1.642e-06,2.281e-07,,,ec0915.170116.609362_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,348,z,TEMPLATE,t,1.0322,1.154,0.122,3.214,23.332,4078.0,-1.642,0.2281
90,3909,1392,3,57794.308614,30.915,-87.55,12.09,0.4,9,0,-1.878e-06,2.593e-07,,,ec0915.170210.619020_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,367,z,TEMPLATE,t,1.0676,1.15,0.1,3.599,22.954,5829.0,-1.8780000000000001,0.2593
90,3909,1392,3,57795.317714,30.915,-101.02,13.03,0.78,9,0,-2.167e-06,2.794e-07,,,ec0915.170211.619366_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,370,z,TEMPLATE,t,1.0283,1.21,0.117,2.859,23.098,6627.0,-2.1670000000000003,0.2794
90,3909,1392,3,57798.077705,30.915,-101.55,12.8,0.46,9,0,-2.178e-06,2.744e-07,,,ec0915.170214.620291_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,373,z,TEMPLATE,t,0.963,1.167,0.111,3.29,22.936,5922.0,-2.178,0.27440000000000003
90,3909,1392,3,57822.338331,30.915,-60.11,13.39,1.17,9,0,-1.289e-06,2.872e-07,,,ec0915.170310.628200_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,376,z,TEMPLATE,t,0.9992,1.127,0.081,3.576,22.797,7327.0,-1.2890000000000001,0.28719999999999996
90,3909,1392,3,57822.342476,30.915,-112.24,13.56,0.54,9,0,-2.407e-06,2.908e-07,,,ec0915.170310.628202_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,379,z,TEMPLATE,t,0.9892,1.059,0.062,4.175,22.591,7748.0,-2.407,0.2908
90,3909,1392,3,57824.277361,30.915,-77.95,13.67,0.41,9,0,-1.672e-06,2.931e-07,,,ec0915.170312.628814_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,382,z,TEMPLATE,t,1.0506,1.065,0.072,3.807,22.77,7545.0,-1.6720000000000002,0.29309999999999997
90,3909,1392,3,57824.281503,30.915,-73.82,13.41,0.51,9,0,-1.583e-06,2.875e-07,,,ec0915.170312.628816_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,385,z,TEMPLATE,t,1.0471,1.223,0.099,3.347,22.952,6644.0,-1.583,0.2875
90,3909,1392,3,57847.124307,30.915,-89.83,11.64,1.24,9,0,-1.927e-06,2.496e-07,,,ec0915.170404.636946_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,398,z,TEMPLATE,t,1.008,1.274,0.152,3.534,23.1,4390.0,-1.9269999999999998,0.24960000000000002
90,3909,1392,3,57848.992872,30.915,-75.69,13.41,0.56,9,0,-1.623e-06,2.877e-07,,,ec0915.170405.637489_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,402,z,TEMPLATE,t,1.0117,1.167,0.101,3.387,22.831,7297.0,-1.623,0.2877
90,3909,1392,3,57872.960558,30.915,-114.16,14.98,2.23,9,0,-2.448e-06,3.212e-07,,,ec0915.170429.645088_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,403,z,TEMPLATE,t,1.1067,1.319,0.154,2.628,23.096,8899.0,-2.448,0.3212
90,3909,1392,3,57872.960558,30.915,-113.89,15.07,2.17,9,0,-2.442e-06,3.233e-07,,,ec0915.170429.645088_ooi_z_vx_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,404,z,TEMPLATE,t,1.14,1.297,0.163,2.627,23.073,9227.0,-2.442,0.3233
90,3909,1392,3,57874.962088,30.915,-121.61,42.15,0.41,9,0,-2.608e-06,9.039e-07,,,ec0915.170501.646110_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,426,z,TEMPLATE,t,0.4218,0.813,0.05,3.56,21.55,11604.0,-2.6079999999999997,0.9039
90,3909,1392,3,57874.96623,30.915,-56.8,51.16,0.59,9,0,-1.218e-06,1.097e-06,,,ec0915.170501.646112_ooi_z_vx_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,430,z,TEMPLATE,t,0.2792,1.081,0.064,3.558,21.265,8303.0,-1.218,1.097
90,3909,1392,3,57874.96623,30.915,-47.93,48.5,0.84,9,0,-1.028e-06,1.04e-06,,,ec0915.170501.646112_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,429,z,TEMPLATE,t,0.2716,1.088,0.061,3.558,21.271,8233.0,-1.028,1.04
90,3909,1392,3,57875.014571,30.915,-198.05,39.85,1.58,9,0,-4.247e-06,8.547e-07,,,ec0915.170502.646135_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,433,z,TEMPLATE,t,0.354,1.104,0.064,3.521,21.657,7498.0,-4.247,0.8547
90,3909,1392,3,57875.018706,30.915,-139.95,24.52,1.26,9,0,-3.001e-06,5.259e-07,,,ec0915.170502.646137_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,438,z,TEMPLATE,t,0.4891,1.167,0.082,3.248,22.174,6769.0,-3.0010000000000003,0.5259
90,3909,1392,3,57875.018706,30.915,-139.94,24.92,1.07,9,0,-3.001e-06,5.344e-07,,,ec0915.170502.646137_ooi_z_vx_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,439,z,TEMPLATE,t,0.5031,1.109,0.082,3.247,22.145,7140.0,-3.0010000000000003,0.5344
90,3909,1392,3,57875.081054,30.915,-85.44,38.08,1.43,9,0,-1.832e-06,8.166e-07,,,ec0915.170502.646165_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,444,z,TEMPLATE,t,0.314,1.116,0.069,3.34,21.62,7055.0,-1.832,0.8166
90,3909,1392,3,57875.085195,30.915,-100.76,14.7,1.42,9,0,-2.161e-06,3.152e-07,,,ec0915.170502.646167_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,447,z,TEMPLATE,t,0.7858,1.127,0.087,3.35,22.666,6213.0,-2.161,0.31520000000000004
90,3909,1392,3,57875.122515,30.915,-136.99,24.34,1.1,9,0,-2.938e-06,5.22e-07,,,ec0915.170502.646185_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,450,z,TEMPLATE,t,0.5261,0.991,0.076,3.058,22.295,6557.0,-2.938,0.522
90,3909,1392,3,57875.126648,30.915,-115.03,22.0,2.7,9,0,-2.467e-06,4.718e-07,,,ec0915.170502.646187_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,453,z,TEMPLATE,t,0.5094,1.192,0.085,3.171,22.342,5376.0,-2.4669999999999996,0.4718
