ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum,g_ixs_flag,g_ims_flag
0,3460,1472,3,57089.187405,30.15,21.25,7.89,1.08,9,4,9.223e-07,3.424e-07,,,ec0915.150308.419358_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,138,i,TEMPLATE,t,0.999,1.149,0.08,3.249,22.824,2197.0,0.9223,0.3424,419358,True,True
0,3460,1472,3,57089.188897,30.15,12.12,7.79,1.55,9,4,5.259e-07,3.381e-07,,,ec0915.150308.419359_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,139,i,TEMPLATE,t,0.9991,1.19,0.091,3.228,22.852,2105.0,0.5259,0.3381,419359,True,True
0,3460,1472,3,57117.010312,30.15,25.62,8.47,1.12,9,0,1.112e-06,3.674e-07,23.785,0.358826,ec0915.150405.429229_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,142,i,TEMPLATE,t,1.0228,1.167,0.055,4.453,22.377,2757.0,1.112,0.3674,429229,True,True
0,3460,1472,3,57117.014448,30.15,17.55,8.92,0.25,9,0,7.618e-07,3.87e-07,,,ec0915.150405.429231_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,144,i,TEMPLATE,t,1.0245,1.174,0.051,4.727,22.326,2675.0,0.7617999999999999,0.387,429231,True,True
0,3460,1472,3,57138.968495,30.15,15.55,7.99,0.86,9,0,6.749e-07,3.468e-07,,,ec0915.150426.437726_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,147,i,TEMPLATE,t,1.0093,1.063,0.029,7.046,21.945,2436.0,0.6748999999999999,0.3468,437726,False,True
0,3460,1472,3,57138.972607,30.15,22.95,7.01,1.74,9,0,9.959e-07,3.044e-07,23.905,0.331853,ec0915.150426.437728_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,149,i,TEMPLATE,t,1.006,1.067,0.036,6.358,22.156,2004.0,0.9959,0.3044,437728,True,True
0,3460,1472,3,57171.012423,30.15,138.81,193.37,1.65,9,0,6.024e-06,8.391e-06,,,ec0915.150529.443409_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,152,i,TEMPLATE,t,0.0903,1.104,0.054,3.562,19.122,13362.0,6.024,8.391,443409,False,False
0,3460,1472,3,57171.016541,30.15,-43.16,179.24,1.81,9,0,-1.873e-06,7.779e-06,,,ec0915.150529.443411_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,154,i,TEMPLATE,t,0.0987,1.055,0.048,3.526,19.189,13866.0,-1.873,7.779,443411,False,False
0,3460,1472,3,57171.115822,30.15,45.98,612.71,0.55,9,0,1.995e-06,2.659e-05,,,ec0915.150529.443453_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,156,i,TEMPLATE,t,0.0314,1.067,0.045,3.537,17.954,17067.0,1.995,26.59,443453,False,False
0,3460,1472,3,57171.119954,30.15,-51.25,484.87,0.44,9,4,-2.224e-06,2.104e-05,,,ec0915.150529.443455_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,158,i,TEMPLATE,t,0.0398,1.078,0.053,3.553,18.201,15825.0,-2.224,21.04,443455,False,False
0,3460,1472,3,57198.020995,30.15,-5.16,6.71,0.58,9,0,-2.24e-07,2.911e-07,,,ec0915.150625.453904_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,160,i,TEMPLATE,t,0.9961,1.171,0.071,4.636,22.615,1644.0,-0.224,0.2911,453904,True,True
0,3460,1472,3,57198.022469,30.15,-6.27,6.55,1.25,9,0,-2.723e-07,2.843e-07,,,ec0915.150625.453905_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,161,i,TEMPLATE,t,0.999,1.18,0.055,4.461,22.693,1549.0,-0.2723,0.2843,453905,True,True
0,3460,1472,3,57198.958588,30.15,-1.65,8.7,0.74,9,0,-7.176e-08,3.777e-07,,,ec0915.150625.453951_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,163,i,TEMPLATE,t,1.0047,1.071,0.052,4.235,22.352,2879.0,-0.07176,0.3777,453951,True,True
0,3460,1472,3,57198.964211,30.15,3.4,7.83,0.35,9,0,1.474e-07,3.397e-07,,,ec0915.150625.453954_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,166,i,TEMPLATE,t,1.0063,1.192,0.051,4.625,22.323,2611.0,0.1474,0.3397,453954,True,True
0,3460,1472,3,57199.003809,30.15,-0.88,7.93,1.25,9,0,-3.836e-08,3.442e-07,,,ec0915.150626.453975_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,169,i,TEMPLATE,t,1.0019,1.161,0.06,4.404,22.494,2163.0,-0.03836,0.3442,453975,True,True
0,3460,1472,3,57387.338898,30.15,-14.98,6.3,0.53,9,4,-6.499e-07,2.732e-07,,,ec0915.151231.507219_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,175,i,TEMPLATE,t,1.0107,1.225,0.097,3.225,23.006,1564.0,-0.6499,0.2732,507219,True,True
0,3460,1472,3,57388.333154,30.15,-7.99,6.36,1.48,9,4,-3.468e-07,2.761e-07,,,ec0915.160101.507560_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,179,i,TEMPLATE,t,1.0175,1.187,0.076,3.454,23.006,1342.0,-0.3468,0.2761,507560,True,True
0,3460,1472,3,57407.325652,30.15,3.72,6.74,0.81,9,4,1.613e-07,2.925e-07,,,ec0915.160120.513589_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,181,i,TEMPLATE,t,0.9816,1.238,0.098,3.151,23.091,1332.0,0.1613,0.2925,513589,True,True
0,3460,1472,3,57443.169431,30.15,-2.26,8.01,1.42,9,0,-9.821e-08,3.475e-07,,,ec0915.160225.519762_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,182,i,TEMPLATE,t,1.0046,1.103,0.067,3.932,22.537,2392.0,-0.09821,0.3475,519762,True,True
0,3460,1472,3,57443.173579,30.15,-5.34,7.74,1.71,9,0,-2.316e-07,3.359e-07,,,ec0915.160225.519764_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,184,i,TEMPLATE,t,1.004,1.187,0.074,3.879,22.578,2191.0,-0.2316,0.3359,519764,True,True
0,3460,1472,3,57453.11596,30.15,-12.58,5.94,1.2,9,0,-5.459e-07,2.578e-07,,,ec0915.160306.523732_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,188,i,TEMPLATE,t,0.9524,1.245,0.088,4.205,23.093,1015.0,-0.5459,0.2578,523732,True,True
0,3460,1472,3,57535.948737,30.15,-22.02,18.01,0.25,9,0,-9.556e-07,7.814e-07,,,ec0915.160527.545714_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,189,i,TEMPLATE,t,0.5706,1.091,0.046,4.214,21.5,4554.0,-0.9556,0.7814000000000001,545714,True,True
0,3460,1472,3,57535.952871,30.15,-16.49,16.04,0.93,9,0,-7.158e-07,6.962e-07,,,ec0915.160527.545716_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,191,i,TEMPLATE,t,0.4991,1.136,0.057,3.928,21.723,2390.0,-0.7158,0.6962,545716,True,True
0,3460,1472,3,57535.990236,30.15,-11.78,6.93,0.63,9,0,-5.114e-07,3.007e-07,,,ec0915.160527.545734_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,193,i,TEMPLATE,t,1.0098,1.221,0.095,3.711,22.889,1375.0,-0.5114,0.3006999999999999,545734,True,True
0,3460,1472,3,57535.994388,30.15,-3.49,10.99,0.79,9,0,-1.516e-07,4.771e-07,,,ec0915.160527.545736_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,195,i,TEMPLATE,t,0.5914,1.167,0.07,3.563,22.289,1400.0,-0.1516,0.4770999999999999,545736,True,True
0,3460,1472,3,57545.085031,30.15,-17.25,6.07,0.72,9,0,-7.484e-07,2.632e-07,,,ec0915.160606.546808_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,197,i,TEMPLATE,t,1.0295,1.128,0.05,6.856,22.333,1228.0,-0.7484,0.2632,546808,True,True
0,3460,1472,3,57545.949944,30.15,-21.83,8.66,0.56,9,0,-9.473e-07,3.759e-07,,,ec0915.160606.547132_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,204,i,TEMPLATE,t,1.063,1.167,0.064,4.156,22.308,3873.0,-0.9473,0.3759,547132,True,True
0,3460,1472,3,57545.957521,30.15,-19.53,6.17,1.65,9,0,-8.474e-07,2.676e-07,,,ec0915.160606.547137_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,205,i,TEMPLATE,t,1.0654,1.232,0.047,5.454,22.622,1587.0,-0.8474,0.2676,547137,True,True
