Teff,ln_sigma_mgb,ln_sigma_caii
5414.805887291251,-0.3247397392160422,-0.342332478006405
6629.233326971891,-0.2247580637089607,-0.2750634787832518
6633.916223040981,-0.2263788863950738,-0.23774180265417177
5422.777578211267,-0.35605045742504016,-0.31183945154050025
5408.155425697338,-0.3047892465136214,-0.32920304657194976
6632.519812093384,-0.23510984080382313,-0.22660677317433967
5433.113840079228,-0.3524741548889165,-0.34282529218036384
6640.102214477807,-0.224350119633262,-0.27636329035416957
6626.847932775404,-0.22847895139379473,-0.25200892031418154
5437.299851203474,-0.3322016517724877,-0.3047548741116293
5415.503931535522,-0.3149810789384637,-0.33533485630289817
5418.174021396725,-0.32457307151479986,-0.32509295746379707
5440.395927349043,-0.33411922291618523,-0.31413771123678547
5435.87125191174,-0.3308216187063132,-0.3234136461478792
6609.752742676945,-0.23597422661760778,-0.2438271482205271
5410.579847155872,-0.30726293173169744,-0.3270342314926925
6619.558351188138,-0.22356220049207323,-0.25506920694232454
5422.3803029928085,-0.34478012035210237,-0.3664929142875035
5444.729067435685,-0.332136422077405,-0.3000011189777502
5421.41080493652,-0.32806224435847503,-0.2895454891007589
5408.500887149694,-0.3195045459700891,-0.35936397486647165
5423.132199427572,-0.32159691525276884,-0.2976267880375584
5440.668133772877,-0.377415535465639,-0.3140251354584937
6635.030974741156,-0.22516548800909492,-0.2504663031859524
5421.833017563815,-0.3294257369336565,-0.3320181637407516
5425.0531269435605,-0.32630100381295774,-0.2983263321096268
5418.992677803405,-0.34345950075493337,-0.35863384610517507
5426.5889604664535,-0.30345405235846784,-0.32219317806755127
6634.901034916249,-0.2253420035024871,-0.23281874570508113
5424.982974598475,-0.3051580870871147,-0.3085616422807213
5422.3285725606465,-0.32358278757247144,-0.3242139622528154
5451.103312620008,-0.32488222958962654,-0.29319850645685525
5416.80746388015,-0.31247579899559463,-0.3258237520658562
5453.251203206314,-0.3212508248221406,-0.32026303008736967
5409.2402817807215,-0.3029403383779099,-0.32588084243963866
5445.955143787435,-0.34292566044036665,-0.31878593657099913
5431.184867169921,-0.36549490099224113,-0.3330311560921583
5433.967669821734,-0.31751920481475254,-0.33933092035858764
5444.767254298646,-0.35594173293740317,-0.3507378982034647
5442.417468755654,-0.2925077862320915,-0.30023727927346233
5439.252585245479,-0.3308565610668978,-0.32922406009306754
5441.296858886545,-0.2993145105290191,-0.29204898051099903
5405.982932992444,-0.34041597565840315,-0.2916154977217302
5412.114492814989,-0.3234052402972775,-0.35902916373476756
5423.186124864028,-0.34105571170254895,-0.31781986284732194
5426.737323878531,-0.37277499454189983,-0.2842818712349036
5418.512822690376,-0.3292730820521071,-0.340650494278588
5416.239379978267,-0.3450446667617386,-0.3283307157826427
5428.994687044122,-0.34061612401455227,-0.34433918828244126
6629.233326971891,-0.2247580637089607,-0.2750634787832518
6633.962649964373,-0.22632835105711416,-0.23827174973682153
5421.24837524079,-0.34954533539390753,-0.307210932077377
5411.183758117943,-0.2838487278901968,-0.3574879986059159
6594.377533269077,-0.23844788711205778,-0.22961862223884993
5440.070172803151,-0.3465865948958041,-0.34076852681825603
6640.102214477807,-0.224350119633262,-0.27636329035416957
6626.847932775404,-0.22847895139379473,-0.25200892031418154
5467.481427050066,-0.3340933889740354,-0.2726273365023686
5420.297534533537,-0.31551257951255435,-0.35224201894139245
5418.466250563288,-0.3227095095108737,-0.33475348981249653
5421.139531592629,-0.33004462627813724,-0.340095039820316
5451.363565716719,-0.31974465566779303,-0.33213007324716554
6609.752742676945,-0.23597422661760778,-0.2438271482205271
5426.96511760172,-0.3241950444136824,-0.315147829304976
6607.582533021185,-0.22422732062067025,-0.2523188927768667
5432.073767516221,-0.3442378269037332,-0.35872033029823375
5449.112546676316,-0.35508954872769344,-0.2964435910834195
5421.843238729669,-0.32788156446043887,-0.28191965520639894
5409.528308851147,-0.31963919888941367,-0.33326326530642636
5424.123420831933,-0.3238133223877614,-0.2923240165080577
5436.067729577835,-0.38249021519214593,-0.32174219109961155
6635.562372072408,-0.22508004843190962,-0.2531799571607774
5421.482203149624,-0.33765115722043987,-0.3120422082837332
5437.577754546154,-0.3264212360362795,-0.31846539102355187
5433.487540055603,-0.3536341985527079,-0.3688033159634866
5425.582154251948,-0.29919364433478135,-0.32203000461514275
6634.901034916249,-0.2253420035024871,-0.23281874570508113
5428.53655861345,-0.30375034347450913,-0.30375733566354807
5422.20535939089,-0.3274242815603228,-0.3355579547700654
5435.367353626979,-0.3313650475335508,-0.3251341855646257
5401.957383799519,-0.3026709005766924,-0.3265510215568186
5440.176984938856,-0.3383349764595716,-0.3274685401891386
5402.761993239571,-0.2982969308982577,-0.2887983859404564
5447.965303808214,-0.3379109713011838,-0.31547915969613166
5419.6794863232435,-0.35904803078676684,-0.3199401177894056
5446.530649252921,-0.31755849246188295,-0.3281991277337416
5436.861215543054,-0.35719554262983133,-0.3321071415942205
5442.417468755654,-0.2925077862320915,-0.30023727927346233
5422.473210282625,-0.3465423333516395,-0.32970534604052354
5433.7969781475485,-0.31922757403919627,-0.32882795368848955
5398.82821423257,-0.3573011790011143,-0.3056265675225046
5418.96629211376,-0.29985375030041583,-0.3266651898994023
5440.466496297975,-0.3621783273518134,-0.32444231538904206
5415.7089492232335,-0.33706809471049837,-0.31224739590565614
5408.296276096741,-0.3460007373226458,-0.3641798785862761
5419.93567737099,-0.35431202455442146,-0.30275747730502534
5439.413125986623,-0.3519748760526299,-0.3320290805499108
6629.233326971891,-0.2247580637089607,-0.2750634787832518
6633.962649964373,-0.22632835105711416,-0.23827174973682153
5432.898727768703,-0.356584144042764,-0.26544475708460513
5415.0163428465285,-0.30727473716761455,-0.3632712078327024
6605.307936705416,-0.23510029887449807,-0.2350553224606346
5442.920429130308,-0.3540205589260067,-0.3341475979243075
6640.102214477807,-0.224350119633262,-0.27636329035416957
6622.191666785797,-0.2299294214633945,-0.24345316244953993
5463.0767570441285,-0.3352975753093923,-0.27751157852249814
5419.564032649523,-0.30886624934821416,-0.3619029761771239
5420.347057814549,-0.34325233214738626,-0.33838199063441443
5417.389381074985,-0.3287133736719532,-0.3285197389177662
5451.363565716719,-0.31974465566779303,-0.33213007324716554
6609.752742676945,-0.23597422661760778,-0.2438271482205271
5419.4884068270185,-0.3565764243612692,-0.31471383255577406
6607.582533021185,-0.22422732062067025,-0.2523188927768667
5427.292190651984,-0.3431302423204799,-0.3492390808634627
5443.089464807859,-0.35025669266246645,-0.2988039937958955
5430.768668993099,-0.3319300480195142,-0.3023346850796509
5429.746801048728,-0.32313540934550017,-0.3229144930518866
5425.785901342088,-0.3189987821385544,-0.3072496788464816
5432.89792093214,-0.37586737306109624,-0.3238852035441338
6635.562372072408,-0.22508004843190962,-0.2531799571607774
5406.338895289592,-0.3221061564890844,-0.34335816124150303
5430.761526311455,-0.31052325129079505,-0.30724761891764113
5429.699758332932,-0.33269305805559,-0.35249223334778323
5424.764225729558,-0.3046075977192743,-0.3176894566506515
6639.623750887532,-0.2233453283629504,-0.23075142606829277
5430.228312360271,-0.3030714776564149,-0.29049553325510746
5428.754130589876,-0.34339810725859576,-0.32745002360877945
5425.698612304605,-0.28761756776674874,-0.32934420513152773
5407.645111234229,-0.30764017867292137,-0.3364578751170613
5440.591380549795,-0.31944258707951473,-0.29945031835706754
5402.761993239571,-0.2982969308982577,-0.2887983859404564
5429.986766470349,-0.36012498524559944,-0.3204990246168299
5411.072121932217,-0.3784455214975314,-0.321713382046853
5437.213385434366,-0.34408772770190305,-0.3187682637809672
5439.152591693184,-0.3616962100670942,-0.3142500968176947
5453.777902025034,-0.29364504464671787,-0.3092066780133462
5422.135192805848,-0.3342153289070056,-0.3329395735066234
5421.35365710922,-0.33404546036995797,-0.3180556027779501
5416.859621299233,-0.3414838558555991,-0.31613400479589404
5425.343944114616,-0.3086114915336413,-0.33373506865997066
5440.436828231528,-0.3551179723794118,-0.32485144938666277
5406.352203643669,-0.34823986506478516,-0.289831348350018
5424.840472979617,-0.34954948069157077,-0.34098196445754403
5415.973338781756,-0.35867348192093806,-0.2891814364325227
5439.30278485099,-0.3647058830966186,-0.3204911311146905
6629.233326971891,-0.2247580637089607,-0.2750634787832518
6634.315450044511,-0.22622207867333494,-0.23828997125535784
5432.898727768703,-0.356584144042764,-0.26544475708460513
5417.440988192006,-0.3230827603379536,-0.33840212284530935
6606.379457712265,-0.23463711218812755,-0.23684712520523055
5431.897787218075,-0.3244148416750075,-0.3225867009366266
6637.7678413742005,-0.22524420447519114,-0.27386072636919273
6622.191666785797,-0.2299294214633945,-0.24345316244953993
5445.362197270727,-0.3153143937601274,-0.29866962688469256
5439.715735971795,-0.3170601560732681,-0.36367184630087046
5425.02390588287,-0.3326320906273401,-0.34799269664468324
5413.978411849154,-0.3144280418186926,-0.3222025253270692
5453.313737125514,-0.31008188604459175,-0.35163331752627297
6609.752742676945,-0.23597422661760778,-0.2438271482205271
5419.4261178815495,-0.3557707190872856,-0.31301014481138256
6607.582533021185,-0.22422732062067025,-0.2523188927768667
5427.1161708172685,-0.3424385753933532,-0.3449279780166912
5427.066902815949,-0.3296124898008476,-0.2948286522756853
5422.594462897943,-0.3544157266591746,-0.34656124038561914
5429.90972994772,-0.32814287609859843,-0.3490918817774399
5427.261775760313,-0.3224872488562125,-0.30476107622605414
5417.992415210274,-0.33728962661316314,-0.32890802711646516
6635.562372072408,-0.22508004843190962,-0.2531799571607774
5397.980784005176,-0.31401427504331325,-0.3478945405421126
5438.980126406889,-0.30518928898263253,-0.3120966008674916
5435.90772759118,-0.34003756447768174,-0.3222516137686256
5417.061744163605,-0.3194380451390334,-0.29474185019441573
6639.623750887532,-0.2233453283629504,-0.23075142606829277
5431.1698077875035,-0.28157918462421055,-0.26906862888707384
5431.207354456733,-0.34558737798389555,-0.3353161572390831
5428.531411517551,-0.29042765063685383,-0.3240718601607259
5421.184176121583,-0.3174953823448129,-0.3361714242455464
5437.404082819486,-0.3222061455603781,-0.31261362010187044
5426.206894830015,-0.3053690331882806,-0.3064426757301565
5422.4704253608115,-0.36019507135133794,-0.3202274806650544
5424.068633265464,-0.37023871135492115,-0.3040157324171361
5431.480704728232,-0.3355547789795916,-0.3106003663308655
5420.85995599255,-0.3405111245469019,-0.3291983244268638
5448.387214241073,-0.3060508093249492,-0.3154425945449169
5424.2348595749645,-0.34062194923415035,-0.33297897623425277
5416.488004492741,-0.3396000677992881,-0.32134750573977267
5424.261579446003,-0.33708799488953584,-0.33405606394589377
5425.386495505096,-0.29574312011998705,-0.3535823680595026
5432.318860741759,-0.32542640132789835,-0.3284046373865384
5420.679649846258,-0.3460757790054046,-0.2836925762706725
5425.652639670768,-0.34869730517269726,-0.3326946075041238
5422.468993824406,-0.345673671497544,-0.31697197075263855
