ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum,g_ixs_flag,g_ims_flag
0,2069,2290,3,57875.085195,30.93,,,,0,0,,,,,ec0915.170502.646167_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,282,z,TEMPLATE,t,0.7781,1.11,0.087,3.372,22.653,6316.0,,,646167,False,False
0,2069,2290,3,57875.122515,30.93,43.58,29.39,0.48,9,0,9.217e-07,6.215e-07,,,ec0915.170502.646185_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,284,z,TEMPLATE,t,0.5078,0.988,0.079,3.011,22.28,6600.0,0.9217,0.6215,646185,False,False
0,2069,2290,3,57875.126648,30.93,,,,0,0,,,,,ec0915.170502.646187_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,286,z,TEMPLATE,t,0.5001,1.226,0.109,3.147,22.342,5517.0,,,646187,False,False
0,2069,2290,3,57888.146212,30.93,20.1,11.42,0.77,9,0,4.25e-07,2.415e-07,,,ec0915.170515.648397_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,288,z,TEMPLATE,t,1.0263,1.11,0.097,5.774,22.541,4935.0,0.425,0.2415,648397,True,True
0,2069,2290,3,57888.150335,30.93,,,,0,0,,,,,ec0915.170515.648399_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,290,z,TEMPLATE,t,1.0293,1.207,0.048,5.972,22.584,4228.0,,,648399,False,False
0,2069,2290,3,57935.020929,30.93,97.47,11.53,0.5,9,0,2.061e-06,2.438e-07,23.115,0.128404,ec0915.170701.657445_ooi_z_vx_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,297,z,TEMPLATE,t,1.1349,1.104,0.076,3.637,22.976,5907.0,2.061,0.2438,657445,True,True
0,2069,2290,3,57950.995174,30.93,,,,0,0,,,,,ec0915.170716.659072_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,304,z,TEMPLATE,t,1.2,1.417,0.372,6.968,22.164,8568.0,,,659072,False,False
0,2069,2290,3,58183.117442,30.93,34.43,11.29,0.93,9,0,7.281e-07,2.387e-07,24.245,0.355904,ec0915.180306.727448_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,310,z,TEMPLATE,t,0.9797,1.24,0.065,4.388,22.789,4511.0,0.7281,0.2387,727448,True,True
0,2069,2290,3,58183.121555,30.93,,,,0,0,,,,,ec0915.180306.727450_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,312,z,TEMPLATE,t,0.9686,1.025,0.069,3.872,22.82,5573.0,,,727450,False,True
0,2069,2290,3,58184.03864,30.93,36.93,16.36,0.14,5,0,7.809e-07,3.459e-07,,,ec0915.180307.727589_ooi_z_vx_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,315,z,TEMPLATE,t,0.8974,1.058,0.045,5.167,22.513,4587.0,0.7809,0.3459,727589,True,True
0,2069,2290,3,58184.03864,30.93,17.81,12.24,0.35,9,0,3.766e-07,2.589e-07,,,ec0915.180307.727589_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,314,z,TEMPLATE,t,0.8594,1.049,0.05,5.168,22.502,4645.0,0.3766,0.2589,727589,True,True
0,2069,2290,3,58184.042788,30.93,,,,0,0,,,,,ec0915.180307.727591_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,317,z,TEMPLATE,t,0.8718,0.999,0.056,4.579,22.633,4727.0,,,727591,False,True
0,2069,2290,3,58184.042788,30.93,,,,0,0,,,,,ec0915.180307.727591_ooi_z_vx_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,318,z,TEMPLATE,t,0.8957,1.049,0.047,4.58,22.673,4436.0,,,727591,False,True
0,2069,2290,3,58225.986333,30.93,74.43,19.67,0.42,3,0,1.574e-06,4.159e-07,23.408,0.286898,ec0915.180417.736458_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,326,z,TEMPLATE,t,1.0221,1.275,0.14,4.848,22.47,6101.0,1.574,0.4159,736458,True,True
0,2069,2290,3,58232.983204,30.93,68.75,13.26,1.01,9,0,1.454e-06,2.805e-07,23.494,0.209488,ec0915.180424.738618_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,330,z,TEMPLATE,t,1.051,1.049,0.069,3.834,22.733,7507.0,1.454,0.2805,738618,True,True
0,2069,2290,3,58246.003574,30.93,-5.59,20.01,0.4,9,0,-1.182e-07,4.231e-07,,,ec0915.180508.743629_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,334,z,TEMPLATE,t,0.7283,1.088,0.052,4.364,22.069,9488.0,-0.1182,0.4231,743629,True,True
0,2069,2290,3,58261.080086,30.93,40.43,15.98,0.97,9,0,8.55e-07,3.379e-07,,,ec0915.180523.750068_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,338,z,TEMPLATE,t,1.0411,0.867,0.054,3.443,22.735,9711.0,0.855,0.3379,750068,True,True
0,2069,2290,3,58261.088392,30.93,,,,0,0,,,,,ec0915.180523.750072_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,342,z,TEMPLATE,t,1.0375,1.106,0.104,3.006,22.961,8269.0,,,750072,False,True
