wavelength_A,flux_pickles,sptype,teff_K
6765.0,3.0696309938349486e-09,G0I,5508.08
6770.0,3.0595252997756006e-09,G0I,5508.08
6775.0,3.071037202317939e-09,G0I,5508.08
6780.0,3.0786357907430784e-09,G0I,5508.08
6785.0,3.0692457464454037e-09,G0I,5508.08
6790.0,3.060220521433621e-09,G0I,5508.08
6795.0,3.050214525401884e-09,G0I,5508.08
6800.0,3.0635767256370627e-09,G0I,5508.08
6805.0,3.069887233309032e-09,G0I,5508.08
6810.0,3.0687985486110847e-09,G0I,5508.08
6815.0,3.066863651923768e-09,G0I,5508.08
6820.0,3.0532636419167147e-09,G0I,5508.08
6825.0,3.033634898841342e-09,G0I,5508.08
6830.0,3.014729577088815e-09,G0I,5508.08
6835.0,2.99843883055928e-09,G0I,5508.08
6840.0,2.9817566193912626e-09,G0I,5508.08
6845.0,2.980209412584145e-09,G0I,5508.08
6850.0,2.9796265454962167e-09,G0I,5508.08
6855.0,2.978163049505156e-09,G0I,5508.08
6860.0,2.9761171305153766e-09,G0I,5508.08
6865.0,2.9750328867095277e-09,G0I,5508.08
6870.0,2.973882251566806e-09,G0I,5508.08
6875.0,2.971910051385862e-09,G0I,5508.08
6880.0,2.9698297154823194e-09,G0I,5508.08
6885.0,2.9681790358893068e-09,G0I,5508.08
6890.0,2.966410228566474e-09,G0I,5508.08
6895.0,2.963744805128954e-09,G0I,5508.08
6900.0,2.9607105656026533e-09,G0I,5508.08
6905.0,2.9576299187539234e-09,G0I,5508.08
6910.0,2.954832378776473e-09,G0I,5508.08
6915.0,2.9530304868075063e-09,G0I,5508.08
6920.0,2.9516433741605397e-09,G0I,5508.08
6925.0,2.9485276442642316e-09,G0I,5508.08
6930.0,2.945170329837765e-09,G0I,5508.08
6935.0,2.942531551752836e-09,G0I,5508.08
6940.0,2.940903076620316e-09,G0I,5508.08
6945.0,2.9390143652108236e-09,G0I,5508.08
6950.0,2.936072496240172e-09,G0I,5508.08
6955.0,2.9335920359585543e-09,G0I,5508.08
6960.0,2.9329996209526144e-09,G0I,5508.08
6965.0,2.9334663587121668e-09,G0I,5508.08
6970.0,2.927779352290827e-09,G0I,5508.08
6975.0,2.9071758333998332e-09,G0I,5508.08
6980.0,2.899904982811563e-09,G0I,5508.08
6985.0,2.9223936603983702e-09,G0I,5508.08
6990.0,2.907836416099485e-09,G0I,5508.08
6995.0,2.8671309770800235e-09,G0I,5508.08
7000.0,2.82056711320422e-09,G0I,5508.08
7005.0,2.830095047201553e-09,G0I,5508.08
7010.0,2.8665858575749326e-09,G0I,5508.08
7015.0,2.8506568217068207e-09,G0I,5508.08
7020.0,2.8363518200791304e-09,G0I,5508.08
7025.0,2.8403739360527425e-09,G0I,5508.08
7030.0,2.8663755813340686e-09,G0I,5508.08
7035.0,2.8677586971781466e-09,G0I,5508.08
7040.0,2.8799440610072224e-09,G0I,5508.08
7045.0,2.895498063537616e-09,G0I,5508.08
7050.0,2.8861615319897282e-09,G0I,5508.08
7055.0,2.8713074140540584e-09,G0I,5508.08
7060.0,2.8551236930240975e-09,G0I,5508.08
7065.0,2.832298617860829e-09,G0I,5508.08
7070.0,2.8465849677417054e-09,G0I,5508.08
7075.0,2.869193771459777e-09,G0I,5508.08
7080.0,2.860666592496841e-09,G0I,5508.08
7085.0,2.8395921169988014e-09,G0I,5508.08
7090.0,2.8339468549631874e-09,G0I,5508.08
7095.0,2.8487643355390446e-09,G0I,5508.08
7100.0,2.865304660204515e-09,G0I,5508.08
7105.0,2.8510624972000187e-09,G0I,5508.08
7110.0,2.8104147897778375e-09,G0I,5508.08
7115.0,2.7959941029109814e-09,G0I,5508.08
7120.0,2.802327259132653e-09,G0I,5508.08
7125.0,2.826042733161671e-09,G0I,5508.08
7130.0,2.846236579756578e-09,G0I,5508.08
7135.0,2.8677884511552065e-09,G0I,5508.08
7140.0,2.87288770550731e-09,G0I,5508.08
7145.0,2.831755940846392e-09,G0I,5508.08
7150.0,2.8300073395826075e-09,G0I,5508.08
7155.0,2.85402101951604e-09,G0I,5508.08
7160.0,2.8324242951072165e-09,G0I,5508.08
7165.0,2.7793543022625045e-09,G0I,5508.08
7170.0,2.7456092954736278e-09,G0I,5508.08
7175.0,2.697511325422397e-09,G0I,5508.08
7180.0,2.6408770725794284e-09,G0I,5508.08
7185.0,2.5693309702035094e-09,G0I,5508.08
7190.0,2.558743883440684e-09,G0I,5508.08
7195.0,2.5920778856658444e-09,G0I,5508.08
7200.0,2.6162281230313056e-09,G0I,5508.08
7205.0,2.6473045977581933e-09,G0I,5508.08
7210.0,2.725450087837089e-09,G0I,5508.08
7215.0,2.7587723216981885e-09,G0I,5508.08
7220.0,2.7434714500174096e-09,G0I,5508.08
7225.0,2.745985216989766e-09,G0I,5508.08
7230.0,2.7497628618533554e-09,G0I,5508.08
7235.0,2.712854163533507e-09,G0I,5508.08
7240.0,2.690254463644237e-09,G0I,5508.08
7245.0,2.6912125861144887e-09,G0I,5508.08
7250.0,2.69273336961362e-09,G0I,5508.08
7255.0,2.6991244794771774e-09,G0I,5508.08
7260.0,2.7082291964575234e-09,G0I,5508.08
7265.0,2.701444401509434e-09,G0I,5508.08
7270.0,2.700624390783446e-09,G0I,5508.08
7275.0,2.654460651285717e-09,G0I,5508.08
7280.0,2.631965978494577e-09,G0I,5508.08
7285.0,2.605418991663555e-09,G0I,5508.08
7290.0,2.565534895637711e-09,G0I,5508.08
7295.0,2.615945682293841e-09,G0I,5508.08
7300.0,2.6359538995990306e-09,G0I,5508.08
7305.0,2.5936925940328592e-09,G0I,5508.08
7310.0,2.5803221781472985e-09,G0I,5508.08
7315.0,2.6148305742879074e-09,G0I,5508.08
7320.0,2.6350805981678604e-09,G0I,5508.08
7325.0,2.6467967817467297e-09,G0I,5508.08
7330.0,2.665796694500955e-09,G0I,5508.08
7335.0,2.691104672436495e-09,G0I,5508.08
7340.0,2.7054203322052217e-09,G0I,5508.08
7345.0,2.668219423185292e-09,G0I,5508.08
7350.0,2.632235762689561e-09,G0I,5508.08
7355.0,2.6207631620422944e-09,G0I,5508.08
7360.0,2.6452151580258487e-09,G0I,5508.08
7365.0,2.6485891257976846e-09,G0I,5508.08
7370.0,2.642024599097681e-09,G0I,5508.08
7375.0,2.6462141367034064e-09,G0I,5508.08
7380.0,2.6298088151577304e-09,G0I,5508.08
7385.0,2.5678768000858554e-09,G0I,5508.08
7390.0,2.542104304836812e-09,G0I,5508.08
7395.0,2.573887769585781e-09,G0I,5508.08
7400.0,2.588290470839638e-09,G0I,5508.08
7405.0,2.560937906181948e-09,G0I,5508.08
7410.0,2.5147597337848993e-09,G0I,5508.08
7415.0,2.490849970726572e-09,G0I,5508.08
7420.0,2.4928910047350428e-09,G0I,5508.08
7425.0,2.5312585361092488e-09,G0I,5508.08
7430.0,2.5706792250446142e-09,G0I,5508.08
7435.0,2.5731363706427146e-09,G0I,5508.08
7440.0,2.539261245715352e-09,G0I,5508.08
7445.0,2.507358320968933e-09,G0I,5508.08
7450.0,2.5187396612835755e-09,G0I,5508.08
7455.0,2.541917343279465e-09,G0I,5508.08
7460.0,2.5315911589274265e-09,G0I,5508.08
7465.0,2.5368545042425694e-09,G0I,5508.08
7470.0,2.5415012316898355e-09,G0I,5508.08
7475.0,2.5254605073854464e-09,G0I,5508.08
7480.0,2.510394780941283e-09,G0I,5508.08
7485.0,2.5102715461855496e-09,G0I,5508.08
7490.0,2.5010431503602604e-09,G0I,5508.08
7495.0,2.4977577783857896e-09,G0I,5508.08
7500.0,2.5073840781431045e-09,G0I,5508.08
7505.0,2.4755768546214085e-09,G0I,5508.08
7510.0,2.4388173702760696e-09,G0I,5508.08
7515.0,2.458213188560876e-09,G0I,5508.08
7520.0,2.478474758760285e-09,G0I,5508.08
7525.0,2.4655835151321526e-09,G0I,5508.08
7530.0,2.4564490441747466e-09,G0I,5508.08
7535.0,2.476490568170675e-09,G0I,5508.08
7540.0,2.494199069502656e-09,G0I,5508.08
7545.0,2.489635164693027e-09,G0I,5508.08
7550.0,2.479958682854999e-09,G0I,5508.08
7555.0,2.4738746606800532e-09,G0I,5508.08
7560.0,2.469601634302876e-09,G0I,5508.08
7565.0,2.4655899544256954e-09,G0I,5508.08
7570.0,2.4625683714418756e-09,G0I,5508.08
7575.0,2.456533643169223e-09,G0I,5508.08
7580.0,2.450711411583484e-09,G0I,5508.08
7585.0,2.4455610869722477e-09,G0I,5508.08
7590.0,2.440611268639259e-09,G0I,5508.08
7595.0,2.4359112504868108e-09,G0I,5508.08
7600.0,2.4314006363823637e-09,G0I,5508.08
7605.0,2.4267097220587175e-09,G0I,5508.08
7610.0,2.422418932113146e-09,G0I,5508.08
7615.0,2.4195123682346775e-09,G0I,5508.08
7620.0,2.4175792479042e-09,G0I,5508.08
7625.0,2.4156880940040537e-09,G0I,5508.08
7630.0,2.4130968334645786e-09,G0I,5508.08
7635.0,2.4095161421655575e-09,G0I,5508.08
7640.0,2.4055086811358706e-09,G0I,5508.08
7645.0,2.401748799840675e-09,G0I,5508.08
7650.0,2.398295118055671e-09,G0I,5508.08
7655.0,2.394886733370072e-09,G0I,5508.08
7660.0,2.391107534194248e-09,G0I,5508.08
7665.0,2.3867834375579378e-09,G0I,5508.08
7670.0,2.382390285049496e-09,G0I,5508.08
7675.0,2.378276686698655e-09,G0I,5508.08
7680.0,2.374598295773467e-09,G0I,5508.08
7685.0,2.371422835878434e-09,G0I,5508.08
7690.0,2.368457652224265e-09,G0I,5508.08
7695.0,2.3647426239392644e-09,G0I,5508.08
7700.0,2.3604451726555453e-09,G0I,5508.08
7705.0,2.356136397096975e-09,G0I,5508.08
7710.0,2.3531698811751767e-09,G0I,5508.08
7715.0,2.351391303889727e-09,G0I,5508.08
7720.0,2.3479103106183175e-09,G0I,5508.08
7725.0,2.342784632958228e-09,G0I,5508.08
7730.0,2.3451682817920982e-09,G0I,5508.08
7735.0,2.3577559904452983e-09,G0I,5508.08
7740.0,2.342722682513454e-09,G0I,5508.08
7745.0,2.304746171688521e-09,G0I,5508.08
7750.0,2.3040103158677994e-09,G0I,5508.08
7755.0,2.3387556336018633e-09,G0I,5508.08
7760.0,2.3442110475002664e-09,G0I,5508.08
7765.0,2.297406709317329e-09,G0I,5508.08
7770.0,2.2104429397984404e-09,G0I,5508.08
7775.0,2.179741276364666e-09,G0I,5508.08
7780.0,2.223819572932939e-09,G0I,5508.08
7785.0,2.2752737471876117e-09,G0I,5508.08
7790.0,2.3067412424637723e-09,G0I,5508.08
7795.0,2.3061539344837456e-09,G0I,5508.08
7800.0,2.2910935371101004e-09,G0I,5508.08
7805.0,2.3010340299833842e-09,G0I,5508.08
7810.0,2.3066288878936803e-09,G0I,5508.08
7815.0,2.3195594334168845e-09,G0I,5508.08
7820.0,2.3214699051976595e-09,G0I,5508.08
7825.0,2.3024098183554997e-09,G0I,5508.08
7830.0,2.2684063516464903e-09,G0I,5508.08
7835.0,2.2610862071559268e-09,G0I,5508.08
7840.0,2.2746751149327338e-09,G0I,5508.08
7845.0,2.2819826028808166e-09,G0I,5508.08
7850.0,2.2836030844075594e-09,G0I,5508.08
7855.0,2.288675471362467e-09,G0I,5508.08
7860.0,2.293825573929098e-09,G0I,5508.08
7865.0,2.291118184061247e-09,G0I,5508.08
7870.0,2.281457467390169e-09,G0I,5508.08
7875.0,2.2538104715863483e-09,G0I,5508.08
7880.0,2.237773299995638e-09,G0I,5508.08
7885.0,2.258123465992412e-09,G0I,5508.08
7890.0,2.2681720945882944e-09,G0I,5508.08
7895.0,2.25426455280342e-09,G0I,5508.08
7900.0,2.246678842965366e-09,G0I,5508.08
7905.0,2.2446748904059177e-09,G0I,5508.08
7910.0,2.2370141294913992e-09,G0I,5508.08
7915.0,2.222166672893877e-09,G0I,5508.08
7920.0,2.2096811047589426e-09,G0I,5508.08
7925.0,2.1934476457374785e-09,G0I,5508.08
7930.0,2.1702413199875537e-09,G0I,5508.08
7935.0,2.166464341257779e-09,G0I,5508.08
7940.0,2.172479085515988e-09,G0I,5508.08
7945.0,2.16481743642305e-09,G0I,5508.08
7950.0,2.1844075437371657e-09,G0I,5508.08
7955.0,2.210120975121299e-09,G0I,5508.08
7960.0,2.2219202033824104e-09,G0I,5508.08
7965.0,2.224521900018317e-09,G0I,5508.08
7970.0,2.2201402938293313e-09,G0I,5508.08
7975.0,2.2180903780366634e-09,G0I,5508.08
7980.0,2.2174184710621603e-09,G0I,5508.08
7985.0,2.2138246791314486e-09,G0I,5508.08
7990.0,2.201200111073831e-09,G0I,5508.08
7995.0,2.169891155645587e-09,G0I,5508.08
8000.0,2.1562078789116867e-09,G0I,5508.08
8005.0,2.169662893791724e-09,G0I,5508.08
8010.0,2.1803243654971993e-09,G0I,5508.08
8015.0,2.179211922026525e-09,G0I,5508.08
8020.0,2.164737056276067e-09,G0I,5508.08
8025.0,2.1430492935792245e-09,G0I,5508.08
8030.0,2.143510258179049e-09,G0I,5508.08
8035.0,2.1582229337013814e-09,G0I,5508.08
8040.0,2.1495263347048876e-09,G0I,5508.08
8045.0,2.1214483503229076e-09,G0I,5508.08
8050.0,2.1213857337443187e-09,G0I,5508.08
8055.0,2.1422112972402374e-09,G0I,5508.08
8060.0,2.1566761709834736e-09,G0I,5508.08
8065.0,2.1574255715250956e-09,G0I,5508.08
8070.0,2.1493373747460964e-09,G0I,5508.08
8075.0,2.1453501197754576e-09,G0I,5508.08
8080.0,2.133243803825735e-09,G0I,5508.08
8085.0,2.1140507122652252e-09,G0I,5508.08
8090.0,2.107659158312458e-09,G0I,5508.08
8095.0,2.114003860853586e-09,G0I,5508.08
8100.0,2.141623323126396e-09,G0I,5508.08
8105.0,2.151556932616927e-09,G0I,5508.08
8110.0,2.1469346300762027e-09,G0I,5508.08
8115.0,2.146252731094478e-09,G0I,5508.08
8120.0,2.1431831864759943e-09,G0I,5508.08
8125.0,2.141395283317138e-09,G0I,5508.08
8130.0,2.130767562391611e-09,G0I,5508.08
8135.0,2.11781325809568e-09,G0I,5508.08
8140.0,2.1089381352368264e-09,G0I,5508.08
8145.0,2.0902632957842116e-09,G0I,5508.08
8150.0,2.085434491760907e-09,G0I,5508.08
8155.0,2.0777766174262524e-09,G0I,5508.08
8160.0,2.057777059860655e-09,G0I,5508.08
8165.0,2.0426462743472484e-09,G0I,5508.08
8170.0,2.0458423843905393e-09,G0I,5508.08
8175.0,2.0430519498404465e-09,G0I,5508.08
8180.0,2.015778211017505e-09,G0I,5508.08
8185.0,1.9959194297314298e-09,G0I,5508.08
8190.0,1.9676966722670386e-09,G0I,5508.08
8195.0,1.923531778302845e-09,G0I,5508.08
8200.0,1.9453241240086072e-09,G0I,5508.08
8205.0,2.030682066944678e-09,G0I,5508.08
8210.0,2.078674787853174e-09,G0I,5508.08
8215.0,2.048419878164509e-09,G0I,5508.08
8220.0,1.9893631186818084e-09,G0I,5508.08
8225.0,1.939715277288201e-09,G0I,5508.08
8230.0,1.9363843861697205e-09,G0I,5508.08
8235.0,2.0091748265116394e-09,G0I,5508.08
8240.0,2.054151737596044e-09,G0I,5508.08
8245.0,2.034724833066548e-09,G0I,5508.08
8250.0,2.003439192321821e-09,G0I,5508.08
8255.0,2.0128059219359784e-09,G0I,5508.08
8260.0,2.052243708305923e-09,G0I,5508.08
8265.0,2.0789636678841816e-09,G0I,5508.08
8270.0,2.0858983429405953e-09,G0I,5508.08
8275.0,2.0575401382672e-09,G0I,5508.08
8280.0,2.0364057107258304e-09,G0I,5508.08
8285.0,2.0244013132497685e-09,G0I,5508.08
8290.0,2.0248047682969172e-09,G0I,5508.08
8295.0,2.035180468595854e-09,G0I,5508.08
8300.0,2.0437687098251445e-09,G0I,5508.08
8305.0,2.0369150810495285e-09,G0I,5508.08
8310.0,2.034949986295942e-09,G0I,5508.08
8315.0,2.0320309879195975e-09,G0I,5508.08
8320.0,2.0244690368542706e-09,G0I,5508.08
8325.0,2.0015900048520052e-09,G0I,5508.08
8330.0,1.9671604345461446e-09,G0I,5508.08
8335.0,1.9312311749786204e-09,G0I,5508.08
8340.0,1.9295254283235863e-09,G0I,5508.08
8345.0,1.975780872243149e-09,G0I,5508.08
8350.0,2.023881062740429e-09,G0I,5508.08
8355.0,2.0238708486886026e-09,G0I,5508.08
8360.0,2.016329325726929e-09,G0I,5508.08
8365.0,2.047816138883718e-09,G0I,5508.08
8370.0,2.0746808715443876e-09,G0I,5508.08
8375.0,2.0417370016900804e-09,G0I,5508.08
8380.0,1.993140541500793e-09,G0I,5508.08
8385.0,1.9761297043174864e-09,G0I,5508.08
8390.0,1.9879504709052753e-09,G0I,5508.08
8395.0,2.0121606603140663e-09,G0I,5508.08
8400.0,2.029997947516904e-09,G0I,5508.08
8405.0,2.037555901779342e-09,G0I,5508.08
8410.0,2.0234300901478264e-09,G0I,5508.08
8415.0,1.9910930681987793e-09,G0I,5508.08
8420.0,1.9830272979248775e-09,G0I,5508.08
8425.0,2.0089943042478353e-09,G0I,5508.08
8430.0,2.0161592395595562e-09,G0I,5508.08
8435.0,1.955735795533542e-09,G0I,5508.08
8440.0,1.899904678026587e-09,G0I,5508.08
8445.0,1.89468307709717e-09,G0I,5508.08
8450.0,1.9461285916122506e-09,G0I,5508.08
8455.0,2.0107255860324358e-09,G0I,5508.08
8460.0,2.0136439182749655e-09,G0I,5508.08
8465.0,1.9439021503586673e-09,G0I,5508.08
8470.0,1.906708790855305e-09,G0I,5508.08
8475.0,1.9596346767514206e-09,G0I,5508.08
8480.0,2.0250974230862084e-09,G0I,5508.08
8485.0,2.041033342337073e-09,G0I,5508.08
8490.0,1.94109572859702e-09,G0I,5508.08
8495.0,1.7090875381597925e-09,G0I,5508.08
8500.0,1.6243475453592282e-09,G0I,5508.08
8505.0,1.7566538224045303e-09,G0I,5508.08
8510.0,1.86199966556444e-09,G0I,5508.08
8515.0,1.9059671618748553e-09,G0I,5508.08
8520.0,1.9338191048490216e-09,G0I,5508.08
8525.0,1.9233765691240023e-09,G0I,5508.08
8530.0,1.8435784010506495e-09,G0I,5508.08
8535.0,1.643691627251087e-09,G0I,5508.08
8540.0,1.3964869260973956e-09,G0I,5508.08
8545.0,1.3707676105312316e-09,G0I,5508.08
8550.0,1.529651183496128e-09,G0I,5508.08
8555.0,1.7027652621237621e-09,G0I,5508.08
8560.0,1.854338793627619e-09,G0I,5508.08
8565.0,1.92208027272045e-09,G0I,5508.08
8570.0,1.927692672154535e-09,G0I,5508.08
8575.0,1.922269676768451e-09,G0I,5508.08
8580.0,1.9187831323819182e-09,G0I,5508.08
8585.0,1.916020897496651e-09,G0I,5508.08
8590.0,1.8859038775076442e-09,G0I,5508.08
8595.0,1.8171643079156752e-09,G0I,5508.08
8600.0,1.8007335622627352e-09,G0I,5508.08
8605.0,1.8430865722507406e-09,G0I,5508.08
8610.0,1.88030369052683e-09,G0I,5508.08
8615.0,1.90260629473471e-09,G0I,5508.08
8620.0,1.9128492123599017e-09,G0I,5508.08
8625.0,1.9195902645208207e-09,G0I,5508.08
8630.0,1.9326724665091888e-09,G0I,5508.08
8635.0,1.951011352474552e-09,G0I,5508.08
8640.0,1.955827499955376e-09,G0I,5508.08
8645.0,1.923692094507601e-09,G0I,5508.08
8650.0,1.8689794156756534e-09,G0I,5508.08
8655.0,1.7342479674553601e-09,G0I,5508.08
8660.0,1.5145387166626278e-09,G0I,5508.08
8665.0,1.4594223607389267e-09,G0I,5508.08
8670.0,1.5485959181660292e-09,G0I,5508.08
8675.0,1.6893055843070215e-09,G0I,5508.08
8680.0,1.801908289245091e-09,G0I,5508.08
8685.0,1.8090805520287745e-09,G0I,5508.08
8690.0,1.8029205905989443e-09,G0I,5508.08
8695.0,1.856278575296244e-09,G0I,5508.08
8700.0,1.8528691914099227e-09,G0I,5508.08
8705.0,1.8898655973487166e-09,G0I,5508.08
8710.0,1.8868262507965028e-09,G0I,5508.08
8715.0,1.9010431007160378e-09,G0I,5508.08
8720.0,1.914738367858604e-09,G0I,5508.08
8725.0,1.9000663264989726e-09,G0I,5508.08
8730.0,1.8802077672575024e-09,G0I,5508.08
8735.0,1.8668284695877446e-09,G0I,5508.08
8740.0,1.836302443436466e-09,G0I,5508.08
8745.0,1.7873315050209726e-09,G0I,5508.08
8750.0,1.7533897667121323e-09,G0I,5508.08
8755.0,1.7884407288448756e-09,G0I,5508.08
8760.0,1.8338042195864546e-09,G0I,5508.08
8765.0,1.846106378877721e-09,G0I,5508.08
8770.0,1.8464731965650572e-09,G0I,5508.08
8775.0,1.8523446110307873e-09,G0I,5508.08
8780.0,1.8655608169382276e-09,G0I,5508.08
8785.0,1.8495550646591141e-09,G0I,5508.08
8790.0,1.8302039883622001e-09,G0I,5508.08
8795.0,1.8335948315240103e-09,G0I,5508.08
8800.0,1.8270456259017465e-09,G0I,5508.08
8805.0,1.7891156334215452e-09,G0I,5508.08
8810.0,1.816496730810968e-09,G0I,5508.08
8815.0,1.839227548039446e-09,G0I,5508.08
8820.0,1.8245105426473174e-09,G0I,5508.08
8825.0,1.8241080868008908e-09,G0I,5508.08
8830.0,1.828702522743697e-09,G0I,5508.08
8835.0,1.8123464951003143e-09,G0I,5508.08
8840.0,1.8068821994177142e-09,G0I,5508.08
8845.0,1.8158742287610607e-09,G0I,5508.08
8850.0,1.8108942123618021e-09,G0I,5508.08
8855.0,1.773177160657724e-09,G0I,5508.08
8860.0,1.7117699480095894e-09,G0I,5508.08
8865.0,1.711231933931856e-09,G0I,5508.08
8870.0,1.7668068119647273e-09,G0I,5508.08
8875.0,1.7937730190098478e-09,G0I,5508.08
8880.0,1.8034251869636364e-09,G0I,5508.08
8885.0,1.8147892077990946e-09,G0I,5508.08
8890.0,1.8108299304486764e-09,G0I,5508.08
8895.0,1.812301531067817e-09,G0I,5508.08
8900.0,1.8195761564143709e-09,G0I,5508.08
8905.0,1.8072700003202158e-09,G0I,5508.08
8910.0,1.7848420519328556e-09,G0I,5508.08
8915.0,1.7912689109778057e-09,G0I,5508.08
8920.0,1.7855911194075702e-09,G0I,5508.08
8925.0,1.743268862597347e-09,G0I,5508.08
8930.0,1.7632669768730125e-09,G0I,5508.08
8935.0,1.799389304224519e-09,G0I,5508.08
8940.0,1.7952320741088101e-09,G0I,5508.08
8945.0,1.7711225819283527e-09,G0I,5508.08
8950.0,1.7707507682374057e-09,G0I,5508.08
8955.0,1.7984935762882515e-09,G0I,5508.08
8960.0,1.784831837881029e-09,G0I,5508.08
8965.0,1.758789891503909e-09,G0I,5508.08
8970.0,1.7513067662733306e-09,G0I,5508.08
8975.0,1.7328647405889797e-09,G0I,5508.08
8980.0,1.7192793855258515e-09,G0I,5508.08
8985.0,1.6977391714689816e-09,G0I,5508.08
8990.0,1.671136118375216e-09,G0I,5508.08
8995.0,1.7063305213227409e-09,G0I,5508.08
9000.0,1.6652534906569372e-09,G0I,5508.08
9005.0,1.6581037654006536e-09,G0I,5508.08
9010.0,1.604465671434241e-09,G0I,5508.08
9015.0,1.5859152879826866e-09,G0I,5508.08
9020.0,1.6375190092787761e-09,G0I,5508.08
9025.0,1.6875649766490142e-09,G0I,5508.08
9030.0,1.7514040218102878e-09,G0I,5508.08
9035.0,1.7940096075363954e-09,G0I,5508.08
9040.0,1.8085111186394442e-09,G0I,5508.08
9045.0,1.814446037862183e-09,G0I,5508.08
9050.0,1.7873558189052119e-09,G0I,5508.08
9055.0,1.7681299757654756e-09,G0I,5508.08
9060.0,1.7007681929470664e-09,G0I,5508.08
9065.0,1.6817208736696898e-09,G0I,5508.08
9070.0,1.6873842323406052e-09,G0I,5508.08
9075.0,1.6622859755344166e-09,G0I,5508.08
9080.0,1.644420377644451e-09,G0I,5508.08
9085.0,1.6302026395464964e-09,G0I,5508.08
9090.0,1.607482036369845e-09,G0I,5508.08
9095.0,1.636066504495659e-09,G0I,5508.08
9100.0,1.6643739719768291e-09,G0I,5508.08
9105.0,1.682411765457914e-09,G0I,5508.08
9110.0,1.6813613834543162e-09,G0I,5508.08
9115.0,1.679761219008924e-09,G0I,5508.08
9120.0,1.6984245121420827e-09,G0I,5508.08
9125.0,1.7068656488206102e-09,G0I,5508.08
9130.0,1.6772132571674092e-09,G0I,5508.08
9135.0,1.6746504183373645e-09,G0I,5508.08
9140.0,1.7011992925475283e-09,G0I,5508.08
9145.0,1.6868555441362787e-09,G0I,5508.08
9150.0,1.6415003800673844e-09,G0I,5508.08
9155.0,1.6324297469338944e-09,G0I,5508.08
9160.0,1.6562854421309225e-09,G0I,5508.08
9165.0,1.6598120655686444e-09,G0I,5508.08
9170.0,1.630941381947082e-09,G0I,5508.08
9175.0,1.6182983841872556e-09,G0I,5508.08
9180.0,1.6584750239800883e-09,G0I,5508.08
9185.0,1.673935212664901e-09,G0I,5508.08
9190.0,1.6794908797024277e-09,G0I,5508.08
9195.0,1.6706389605047889e-09,G0I,5508.08
9200.0,1.6742716102413624e-09,G0I,5508.08
9205.0,1.6433988614394934e-09,G0I,5508.08
9210.0,1.6120050849721679e-09,G0I,5508.08
9215.0,1.593490117635099e-09,G0I,5508.08
9220.0,1.5984162882176634e-09,G0I,5508.08
9225.0,1.5812954279326163e-09,G0I,5508.08
9230.0,1.567322605033894e-09,G0I,5508.08
9235.0,1.5823590215902072e-09,G0I,5508.08
9240.0,1.5995305080451772e-09,G0I,5508.08
9245.0,1.6040487826884942e-09,G0I,5508.08
9250.0,1.6134653613164573e-09,G0I,5508.08
9255.0,1.6132711833094504e-09,G0I,5508.08
9260.0,1.6283693282659328e-09,G0I,5508.08
9265.0,1.6602743624360983e-09,G0I,5508.08
9270.0,1.6760772769686128e-09,G0I,5508.08
9275.0,1.673314709016438e-09,G0I,5508.08
9280.0,1.6730560270517003e-09,G0I,5508.08
9285.0,1.6768784139031823e-09,G0I,5508.08
9290.0,1.6746105613307805e-09,G0I,5508.08
9295.0,1.6618195708417716e-09,G0I,5508.08
9300.0,1.6520699253064208e-09,G0I,5508.08
9305.0,1.6437402550195657e-09,G0I,5508.08
9310.0,1.6214709575024244e-09,G0I,5508.08
9315.0,1.5873707903679701e-09,G0I,5508.08
9320.0,1.5794504593102943e-09,G0I,5508.08
9325.0,1.5737670056026332e-09,G0I,5508.08
9330.0,1.5771577377421409e-09,G0I,5508.08
9335.0,1.5550974952205365e-09,G0I,5508.08
9340.0,1.5187486823720064e-09,G0I,5508.08
9345.0,1.527406090495731e-09,G0I,5508.08
9350.0,1.5655768903499734e-09,G0I,5508.08
9355.0,1.5436909528432352e-09,G0I,5508.08
9360.0,1.574913421897861e-09,G0I,5508.08
9365.0,1.5801920882907439e-09,G0I,5508.08
9370.0,1.5699194166884922e-09,G0I,5508.08
9375.0,1.589868126039562e-09,G0I,5508.08
9380.0,1.5960341936960276e-09,G0I,5508.08
9385.0,1.6660910429067144e-09,G0I,5508.08
9390.0,1.714282826803526e-09,G0I,5508.08
9395.0,1.7155652454192705e-09,G0I,5508.08
9400.0,1.6871301022902685e-09,G0I,5508.08
9405.0,1.650925951501847e-09,G0I,5508.08
9410.0,1.634735014022226e-09,G0I,5508.08
9415.0,1.6203844932505262e-09,G0I,5508.08
9420.0,1.6211466613569314e-09,G0I,5508.08
9425.0,1.5816506993004964e-09,G0I,5508.08
9430.0,1.5609474823818914e-09,G0I,5508.08
9435.0,1.553833062217791e-09,G0I,5508.08
9440.0,1.5211718551455533e-09,G0I,5508.08
9445.0,1.5641127282250977e-09,G0I,5508.08
9450.0,1.59119173392952e-09,G0I,5508.08
9455.0,1.5642901418644328e-09,G0I,5508.08
9460.0,1.5673875530808346e-09,G0I,5508.08
9465.0,1.5933900865405803e-09,G0I,5508.08
9470.0,1.6062875474176508e-09,G0I,5508.08
9475.0,1.602147858825731e-09,G0I,5508.08
9480.0,1.5757329885346394e-09,G0I,5508.08
9485.0,1.6121353141329564e-09,G0I,5508.08
