wavelength_A,flux,flux_err
4.81748000e+03,3.58650014e-02,
4.81939000e+03,3.40620019e-02,
4.82130000e+03,3.08609996e-02,
4.82321000e+03,3.22070010e-02,
4.82512000e+03,3.96459997e-02,
4.82703000e+03,4.27949987e-02,
4.82894000e+03,3.43069993e-02,
4.83085000e+03,2.91109998e-02,
4.83276000e+03,4.63440008e-02,
4.83467000e+03,5.49709983e-02,
4.83658000e+03,5.52730002e-02,
4.83849000e+03,3.68819982e-02,
4.84040000e+03,3.66679989e-02,
4.84231000e+03,4.87679988e-02,
4.84422000e+03,2.89559998e-02,
4.84613000e+03,3.57830003e-02,
4.84804000e+03,3.98170017e-02,
4.84995000e+03,3.17340009e-02,
4.85186000e+03,3.50029990e-02,
4.85377000e+03,5.69000002e-03,
4.85568000e+03,-2.22219992e-02,
4.85759000e+03,1.29300002e-02,
4.85950000e+03,2.45890006e-01,
4.86141000e+03,5.16669989e-01,
4.86332000e+03,3.47359985e-01,
4.86523000e+03,6.54659979e-03,
4.86714000e+03,-1.40519999e-02,
4.86905000e+03,3.38979997e-02,
4.87096000e+03,3.45750004e-02,
4.87287000e+03,4.36730012e-02,
4.87478000e+03,4.52900007e-02,
4.87669000e+03,4.36059982e-02,
4.87860000e+03,4.90310006e-02,
4.88051000e+03,4.72319983e-02,
4.88242000e+03,3.11619993e-02,
4.88433000e+03,3.57199982e-02,
4.88624000e+03,4.51049991e-02,
4.88815000e+03,4.44360003e-02,
4.89006000e+03,5.31550013e-02,
4.89197000e+03,5.47089987e-02,
4.89388000e+03,3.91429998e-02,
4.89579000e+03,4.66549993e-02,
4.89770000e+03,3.68900001e-02,
4.89961000e+03,3.65290008e-02,
4.90152000e+03,5.04559986e-02,
4.90343000e+03,5.21290004e-02,
4.90534000e+03,4.90939990e-02,
4.90725000e+03,3.98689993e-02,
4.90916000e+03,4.94819991e-02,
4.91107000e+03,4.47500013e-02,
4.91298000e+03,4.16759998e-02,
4.91489000e+03,5.84679991e-02,
4.91680000e+03,5.63980006e-02,
4.91871000e+03,4.33479995e-02,
4.92062000e+03,4.03090008e-02,
4.92253000e+03,5.73600009e-02,
4.92444000e+03,5.98759986e-02,
4.92635000e+03,6.96469992e-02,
4.92826000e+03,5.68160005e-02,
4.93017000e+03,4.13060002e-02,
4.93208000e+03,4.99959998e-02,
4.93399000e+03,5.18050008e-02,
4.93590000e+03,4.64130007e-02,
4.93781000e+03,4.93480004e-02,
4.93972000e+03,5.26500009e-02,
4.94163000e+03,4.19399999e-02,
4.94354000e+03,5.42760007e-02,
4.94545000e+03,6.74320012e-02,
4.94736000e+03,5.06849997e-02,
4.94927000e+03,4.57549989e-02,
4.95118000e+03,4.77930009e-02,
4.95309000e+03,4.74589989e-02,
4.95500000e+03,8.85379985e-02,
4.95691000e+03,1.89280003e-01,
4.95882000e+03,2.82530010e-01,
4.96073000e+03,2.31969997e-01,
4.96264000e+03,8.29290003e-02,
4.96455000e+03,1.44910002e-02,
4.96646000e+03,4.09599990e-02,
4.96837000e+03,5.19579984e-02,
4.97028000e+03,6.82139993e-02,
4.97219000e+03,6.56369999e-02,
4.97410000e+03,5.04640006e-02,
4.97601000e+03,4.28900011e-02,
4.97792000e+03,3.97729985e-02,
4.97983000e+03,3.24029997e-02,
4.98174000e+03,3.68690006e-02,
4.98365000e+03,4.51320000e-02,
4.98556000e+03,4.98960018e-02,
4.98747000e+03,3.75979990e-02,
4.98938000e+03,4.05180007e-02,
4.99129000e+03,4.75139990e-02,
4.99320000e+03,3.82939987e-02,
4.99511000e+03,4.03990000e-02,
4.99702000e+03,5.85080013e-02,
4.99893000e+03,4.26970012e-02,
5.00084000e+03,4.19729985e-02,
5.00275000e+03,1.43930003e-01,
5.00466000e+03,4.57170010e-01,
5.00657000e+03,7.46680021e-01,
5.00848000e+03,5.34770012e-01,
5.01039000e+03,1.14229999e-01,
5.01230000e+03,-3.23579982e-02,
5.01421000e+03,2.06400007e-02,
5.01612000e+03,6.12910017e-02,
5.01803000e+03,7.04149976e-02,
5.01994000e+03,6.18110001e-02,
5.02185000e+03,6.31339997e-02,
5.02376000e+03,5.65260015e-02,
5.02567000e+03,5.58479987e-02,
5.02758000e+03,5.56569993e-02,
5.02949000e+03,5.42329997e-02,
5.03140000e+03,4.73159999e-02,
5.03331000e+03,5.08899987e-02,
5.03522000e+03,5.60880005e-02,
5.03713000e+03,5.60990013e-02,
5.03904000e+03,4.83199991e-02,
5.04095000e+03,6.38180003e-02,
5.04286000e+03,6.75150007e-02,
5.04477000e+03,5.99999987e-02,
5.04668000e+03,4.62820008e-02,
5.04859000e+03,5.80389984e-02,
5.05050000e+03,7.59399980e-02,
5.05241000e+03,7.47890025e-02,
5.05432000e+03,7.09989965e-02,
5.05623000e+03,7.64349997e-02,
5.05814000e+03,6.66019991e-02,
5.06005000e+03,5.86359985e-02,
5.06196000e+03,5.56829982e-02,
5.06387000e+03,5.55870011e-02,
5.06578000e+03,5.84210008e-02,
5.06769000e+03,5.37160002e-02,
5.06960000e+03,6.58269972e-02,
5.07151000e+03,6.00490011e-02,
5.07342000e+03,5.36720008e-02,
