wavelength_A,flux,flux_err
3.85994347e+03,5.19757647e-17,
3.86108969e+03,5.27828912e-17,
3.86223591e+03,7.80267726e-18,
3.86338213e+03,1.02448787e-16,
3.86452835e+03,-1.14531816e-17,
3.86567457e+03,3.19658058e-17,
3.86682079e+03,5.88817799e-17,
3.86796701e+03,4.21007569e-17,
3.86911323e+03,1.01002353e-16,
3.87025945e+03,2.01407411e-17,
3.87140568e+03,1.09304520e-16,
3.87255190e+03,4.81607416e-17,
3.87369812e+03,5.59689328e-17,
3.87484434e+03,2.56352470e-17,
3.87599056e+03,-1.73291807e-17,
3.87713678e+03,7.12889332e-17,
3.87828300e+03,5.97737006e-18,
3.87942922e+03,5.07776168e-17,
3.88057544e+03,1.64633790e-17,
3.88172166e+03,-1.98161025e-17,
3.88286788e+03,-5.96389413e-17,
3.88401410e+03,2.42134443e-17,
3.88516032e+03,2.31335683e-16,
3.88630654e+03,2.59433592e-16,
3.88745276e+03,-8.39058678e-18,
3.88859898e+03,5.89512432e-17,
3.88974520e+03,5.55470443e-17,
3.89089142e+03,2.85064968e-17,
3.89203765e+03,1.86625049e-17,
3.89318387e+03,-2.30977778e-17,
3.89433009e+03,-2.54998835e-18,
3.89547631e+03,5.00402151e-17,
3.89662253e+03,8.95388536e-17,
3.89776875e+03,-3.68165145e-18,
3.89891497e+03,-3.00150393e-17,
3.90006119e+03,-1.38690230e-17,
3.90120741e+03,2.74761325e-17,
3.90235363e+03,7.47986010e-17,
3.90349985e+03,6.02898365e-18,
3.90464607e+03,5.99949598e-17,
3.90579229e+03,1.68855753e-17,
3.90693851e+03,8.96081780e-17,
3.90808473e+03,1.65631403e-16,
3.90923095e+03,8.30956593e-17,
3.91037717e+03,5.69762006e-17,
3.91152339e+03,5.46568920e-17,
3.91266962e+03,1.02511249e-16,
3.91381584e+03,1.42300966e-16,
3.91496206e+03,1.32278184e-16,
3.91610828e+03,1.13620429e-17,
3.91725450e+03,-1.50401801e-17,
3.91840072e+03,-6.41835080e-18,
3.91954694e+03,7.05110509e-18,
3.92069316e+03,-3.35607544e-18,
3.92183938e+03,-2.39435419e-17,
3.92298560e+03,-3.86372673e-18,
